Patent Summary,Result
"본 발명은 핸드폰에 있어서, 그 기술의 급속한 발전 추세에 따라 핸드폰의 본체가 만년필만큼 작아졌을 때 기존의 미리 저장된 번호만을 송신 하는 방법이나, 현재와 같이 많은 수의 버튼을 좁은 면적에 내장 할 수 없는 문제점을 해결 하기 위하여, UP, DOWN, 2개의 탐색버튼과 1개의 기억버튼 만으로 선저장이 없는 상태에서 1에서 10까지의 낱숫자(기호포함)를 탐색 셋팅(SETTING) 하여 발신을 가능케 하는 차세대의 진보된 핸드폰이다.",거절
"본 고안은 핸드폰의 핸즈프리장치에 관한 것으로, 특히 핸드폰 거취대를 인스트루먼트 패널에 부착시 스크류를 이용하여 체결하지 않고, 시가잭에 상응하여 결합되는 플러그를 구비하고 상기 플러그에 플렉시블한 이음관을 연결한 후 이음관 끝단에 핸드폰 거취대를 취부하며, 상기 플러그 및 이음관을 통하여 시가잭을 설치하고, 또한 핸드폰의 수화부와 카오디오의 스피커를 유선을 통해 연결하며, 핸드폰의 송화부와는 음성 전달용 연결관을 통해 연결함으로써, 핸드폰의 취부는 물론 기존의 카오디오를 통해 수화기능을 간편화시키고, 연결관을 통해 송화기능을 향상시키도록 한 것을 특징으로 하는 핸드폰의 핸즈프리장치에 관한 것이다.",거절
"본 발명은 핸드폰에 있어서, 그 기술의 급속한 발전에 의해 소형화가 필수가 됨에 따라 핸드폰의 크기를 만년필 형태로 축소시키기 위하여, 많은 수의 버튼을 내장하는 기존의 아날로그식 버튼구조를 완전히 배제하고, 기존의 미리 저장된 번호를 호출하여 송출하는 방법과 동시에, 저장되지 않은 번호를 UP, DOWN, 2개의 탐색버튼과 1개의 기억버튼만으로 1에서 10까지의 낱숫자(기호포함)를 탐색하여 개개의 번호를 전체의 번호로 셋팅(SETTING)하여 송출을 가능케 하고, 기존의 1개의 판 상,하 면에 설치되는 회로판의 구조를 여러개로 작게 나누어 설치를 하면 만년필 형태의 좁은 공간에서도 회로기기의 설치가 가능해 진다. 또한, 이 여러개의 작은 회로판 대용으로 굴곡(SCROLL)구조의 회로판을 설치하여도 같은 효과를 갖는 차세대의 진보된 탐색 셋팅 송출 기능을 갖는 SPLIT AND SCROLL 회로판 핸드폰이다.",거절
"본 고안은 크로스 타입의 핸드폰에 관한 것으로, 특히 다이얼부와 송신부를 구비한 핸드폰 본체로부터 수신부를 구비한 수신부 몸체가 상.하로 슬라이딩 되도록 하여 사용상의 편리성과 핸드폰 자체의 크기를 콤팩트화하여 취급 및 휴대를 간편하게 한 것이다. 이와같은 본 고안은 상,하부에 각각의 단턱을 형성시키고, 상기 하부에 형성된 단턱의 중앙부에는 송신부를 형성시키며, 좌,우 양측으로는 레일을 형성시키되, 이의 내부에는 수신부 몸체 내측에 형성된 가이드의 마모방지와 속도조절을 위한 롤러를 등간격으로 다수개 설치하였으며, 다이얼부의 상부에는 플렉시블 와이어가 설치되어 이 플렉시블 와이어가 작용시(플렉시블 와이어가 접었다 펴졌다할 때) 이를 안내 및 수용하도록 요홈을 형성시켰으며, 중앙부 상,하에는 스톱퍼 볼을 수용하며 안착시키는 스톱퍼볼 안착부를 형성시켜서된 핸드폰본체와, 상기 핸드폰본체와 결합되며 핸드폰본체의 양측에 형성된 레일에 끼워져 롤러의 구동에 따라 상,하로 슬라딩되도록 내측 양측에 가이드를 형성시켰고, 중앙부에는 스톱퍼 볼을 삽입설치 하였으며, 양측으로는 핸드폰본체의 요홈에 연결설치된 플렉시블 와이어의 끝단부를 연결 설치하였고, 상부에는 핸드폰 본체내로의 이물질 침입을 방지하기 위하여 덮개부를 형성시켜서된 수신부 몸체를 상호 연결설치 하여 이루어진 것이다.",거절
"이 발명은, 충전용 배터리를 내장한 충전기에 핸드폰을 장착시킨 상태에서 핸드폰은 물론이고 충전기까지 외부 충격으로부터 함께 안정적으로 보호할 수 있으면서 체결 결합력도 보강하는 휴대용 충전기와 여기에 장착된 핸드폰의 보호 케이스를 제공하기 위해, 연성 재질의 실리콘으로 이루어지며, 배터리를 내장한 휴대용 충전기에 핸드폰을 장착시킨 전체를 전면을 통해 체결 또는 분리되게 하면서, 체결 시 핸드폰의 화면이 보이도록 전면만 개방시키고, 상기 충전기의 테두리가 고정되도록 대응하는 내부 위치에 충전기 고정 및 체결 보강 돌기부를 형성시켜, 연성 재질의 특성상 외력에 의해 일부분이 벗겨지더라도 바로 원 상태로 복귀되어 상기 충전기를 고정시키면서 충전기에 핸드폰을 장착시킨 전체의 체결 상태를 보강한다.",등록
"본 발명은 핸드폰 케이스에 관한 것으로서, 스마트폰(2)이 결합되는 플라스틱 재질의 케이스본체(10) 및 케이스본체(10)의 바깥 표면에 결합된 가죽커버(20)를 포함하고, 외측으로 노출된 가죽커버(20)에 카드지갑(30) 또는 신용카드(40)을 끼워서 보관할 수 있는 수납공간(120)이 일체로 구비되어서 사용자의 편의성을 향상시킬 수 있도록 된 것이다.",등록
"본 고안은 필기가 가능한 핸드폰 케이스에 관한 것으로서, 보다 상세하게는, 핸드폰 케이스에 필기를 할 물건과 펜, 펜촉을 보관하고 다녀, 언제든 필기를 가능케 해주는 케이스 이다. 펜을 필기의 목적으로 사용하지 않을시에는 스마트폰 터치펜으로 이용할 수 있다.",거절
"본 발명은 핸드폰 카메라의 액추에이터 검사장치에 관한 것으로, 검사할 카메라 액츄에이터(CA)가 놓이는 안착모듈(10)과; 상기 안착모듈(10)에 놓인 카메라 액츄에이터(CA)의 변위를 측정하는 변위측정 모듈(20)과; 상기 변위측정모듈(20)의 위치를 조정하는 XY스테이지(30)와; 상기 변위측정모듈(20)에서 측정한 신호를 증폭하는 증폭모듈(40)과; 상기 안착모듈(10)에 놓여진 카메라 액츄에이터(CA)에 전기를 공급하는 탐침 모듈(50)과; 상기 안착모듈(10)에 놓이는 카메라 액츄에이터(CA)를 검사위치로 이동시키고, 상기 검사위치에서 상기 카메라 액츄에이터(CA)에 신호를 인가하여 구동시키면서, 상기 변위측정 모듈(20)을 제어하여 상기 카메라 액츄에이터(CA)의 변위를 측정하여 검사를 실행하도록 제어하는 제어모듈(60)과; 상기 안착모듈(10)에 공압을 제공하는 공압모듈(70)을 포함하여 측정시마다 변위측정모듈을 측정위치로 이동시켜야 하는 번거로움을 제거하여 검사 효율을 향상시킬 수 있는 시간을 최소화하여 검사 효율을 향상시킬 수 있고, 액추에이터의 검사 위치가 일정하도록 하여 일관성을 유지하면서 액추에이터의 변위를 정밀하게 측정할 수 있는 효과가 있다.",등록
"본 발명은 핸드폰(PDA 포함)의 성능을 시험함에 있어서 테스트용 함체(박스) 내부에서 발생하는 난반사 신호와 핸드폰 신호가 중첩되는 것을 방지하기 위한 탄소가 함유된 폴리우레탄 계열의 재질로 이루어진 전자파 흡수체(Micro Wave Absorber)로 육면을 에워싸고, 외부에는 외부에서 유입되는 불필요한 전자파를 차단하는 도체로 이루어져 전자파를 차폐하는 함체와, 함체 내부에 부착된 테스트용 안테나와, 테스트용 신호를 안테나로 입력하는 시뮬레이터 및 분석용 컴퓨터를 구비하고 핸드폰의 방사수신감도(Air Sensitivity), 채널송신출력(Channel Power), 프레임에러발생률 및 안테나특성(Antenna Pattern)등을 측정하여 핸드폰 성능의 정상여부를 검사하는 핸드폰성능테스트 방법 및 장치에 관한 것이다. 보다 구체적으로, 본 발명은 핸드폰(PDA 포함)을 국제 테스트 규정(CTIA)에 입각하여 이러한 조건을 만족하면서 최대한 작은 밀폐된 박스로 형성하고, 박스 내부에는 탄소가 도포된 폴리우레탄으로 뽀족한 피라미드 형태로 육면을 에워싸 테스트 대상인 핸드폰에서 발생되는 전자파의 내부 반사를 최대한 억제하면서 흡수하여 반사된 전자파에 의하여 핸드폰성능테스트에 영향을 주지 않도록 테스트 환경을 마련하고, 측정 대상인 핸드폰은 안테나와 일정거리 두고 위치하여 회전시키는 회전체와, 회전체의 상단에 고정된 테스트 대상인 핸드폰에서 발생된 전파를 수신하는 게인 혼 안테나와, 게인 혼 안테나(이하 「안테나」라 한다)와 체결되어 안테나에서 나온 전기적 신호를 시뮬레이터로 전송하는 알에프(RF)케이블과, 알에프 케이블을 통해서 차폐박스내의 안테나에 접속되어 테스트에 필요한 신호를 내보내거나 안테나로부터 전송된 신호를 분석하는 시뮬레이터 및 상기 회전체를 제어하며 시뮬레이터로부터 받은 신호를 분석하고 모니터 상에 표시하는 팬티움급 데이터 분석용 컴퓨터를 구비하고 핸드폰의 방사(에어) 수신 감도, 채널송신출력, 에러발생률 및 안테나패턴 등을 분석하여 핸드폰의 성능을 신속하고 정확하게 측정하는데 그 특징이 있다. 핸드폰성능테스트장치, 핸드폰방사수신감도, 채널송신파워, 폴레우레탄.",등록
"본 발명은 컴퓨터와 핸드폰 간 영상통화 시, 컴퓨터의 마우스 좌표와 클릭정보를 원격지 핸드폰 영상화면 위에 표시함으로써, 원격지 핸드폰 사용자에게 특정 부분을 지정하여 원격 A/S하는 방법과 이를 위한 영상통화 시스템에 관한 것이다. 더욱 상세하게는 컴퓨터에서 디스플레이 된 원격지 핸드폰에서 전송한 영상화면 위에 마우스 커서를 이동하거나 클릭 시, 그 영상화면 크기와 대응하여 마우스 커서 상대 좌표를 추출하는 단계와; 추출된 컴퓨터의 마우스 커서 좌표와 클릭정보를 상대측 핸드폰에 송신하는 단계와; 핸드폰에서 상기 마우스 커서 좌표를 핸드폰 영상화면 크기에 맞게 상대적으로 동일한 좌표로 변화하여 커서나 특정 아이콘으로 출력하는 단계와; 컴퓨터의 마우스 클릭 여부에 따라 핸드폰에 표시된 마우스 커서의 밝기나 형태를 바꾸는 단계로 이루어진 것에 특징이 있다. 컴퓨터, 영상통화, 마우스, 커서, 좌표, 포인터, 휴대폰, 핸드폰, 화면, 터치",거절
"본 발명은 휴대용 단말기에 인입할 수 있는 무선 헤드셋에 관한 것으로, 마이크와 이어 스피커 장치를 갖는 일정 형상의 무선 헤드셋 본체에 연결된 이어후크(귀걸이)가 헤드셋 본체 테두리 측면에 고정되고, 그 이어후크가 헤드셋 본체 외관의 테두리 길이만큼 스프링 구조나 구부러질 수 있는 재질의 마디를 구비하여 헤드셋 사용 시, 귓바퀴 모양의 각도로 펼쳐지고, 헤드셋 미 사용 시, 이어후크는 헤드셋 본체 외관 테두리에 맞는 각도로 다시 접혀, 일정 공간을 갖는 다양한 기종의 핸드폰에 인입할 수 있는 것에 특징이 있다. 무선, 헤드셋, 인입, 핸드폰, 블루투스, 착탈, 결합, 휴대용, 단말기, 충전",거절
"본 고안은 핸드폰 케이승 관한 것으로, 핸드폰 몸체가 삽입되는 소정 크기의 공간부가 형성되는 케이스 본체부와, 상기 본체부의 상부로 연장되어 나온 상부 덮개부 및 상기 본체부 하부로 연장되어 나오되, 내측면에 핸드폰의 송화부 덮개를 결착하는 고정밴드가 형성되어 있는 하부 덮개부를 구비하고, 외부 접촉면상에 지압 수단 등을 구비하여 점차 소형화되어가는 핸드폰의 사이즈에 적합하게 디자인화하고, 주요 기능부분을 효과적으로 감싸도록 함으로써 핸드폰의 착용감과 심미감 및 건강증진 효과를 얻음과 아울러, 핸드폰의 케이스의 패션화 도모 및 사용수명 연장시킬 수 있는 핸드폰 케이스이다.",거절
"본 발명은 전자기 감응공명을 이용한 핸드폰 배터리의 무선 충전 기능을 갖는 핸드폰 케이스에 관한 것이다. 무선 충전용 핸드폰 케이스는, 핸드폰 배면에 구비되는 케이스 본체와, 이에 납작한 스파이럴 구조로 배치되어 외부에서 공급되는 고주파 전력을 공진시키는 수전용 공진코일과, 그 내부에 배치되어 전력을 수신하는 급전코일; 및 수신된 전력을 정류하여 배터리로 전력을 공급하는 RF 정류기로 이루어진다. 이에 의해 핸드폰을 전력 전송장치로부터 수 미터 이격한 상태에서 핸드폰을 사용하면서도 배터리 충전이 가능하다.",등록
